condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1,none,1.0,0.0,[]
A1_ctrl_random_b0,exp3_alignment_behavior,behavior_match,0.58,300,A1,directional_random,1.0,0.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,exp3_reasoning_em,contains_em,0.53,400,A1,directional_random,1.0,0.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,directional_random,1.0,0.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_random,1.0,0.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,structural_token_ratio,ratio,0.04936480542251297,1400,A1,directional_random,1.0,0.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,exp3_alignment_behavior,behavior_match,0.5,300,A1,directional_random,1.0,1.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,exp3_reasoning_em,contains_em,0.015,400,A1,directional_random,1.0,1.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,format_compliance_v2,compliance_rate,0.2808988764044944,178,A1,directional_random,1.0,1.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,mmlu_forced_choice,accuracy,0.18,300,A1,directional_random,1.0,1.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,structural_token_ratio,ratio,0.027925901234071415,1400,A1,directional_random,1.0,1.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,exp3_alignment_behavior,behavior_match,0.5,300,A1,directional_random,1.0,3.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,exp3_reasoning_em,contains_em,0.0,400,A1,directional_random,1.0,3.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,format_compliance_v2,compliance_rate,0.3407821229050279,179,A1,directional_random,1.0,3.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,mmlu_forced_choice,accuracy,0.0,300,A1,directional_random,1.0,3.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,structural_token_ratio,ratio,0.12822923447447684,1400,A1,directional_random,1.0,3.0,"[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
