condition,benchmark,metric,value,n,experiment,method,gamma,feature_set,feature_layer_range,alpha,beta,layers
B5_all_g10,exp3_reasoning_em,contains_em,0.0,100,B5,feature_clamp,10.0,method12_top100,all,,,
B5_early_20_25_g2,structural_token_ratio,ratio,0.044337606665769254,979,B5,feature_clamp,2.0,method12_top100,early_20_25,,,
B5_early_20_25_g2,mmlu_accuracy,accuracy,0.47333333333333333,150,B5,feature_clamp,2.0,method12_top100,early_20_25,,,
B5_early_20_25_g2,exp3_reasoning_em,contains_em,0.4,100,B5,feature_clamp,2.0,method12_top100,early_20_25,,,
B5_mid_26_29_g0.5,structural_token_ratio,ratio,0.03812138208752256,979,B5,feature_clamp,0.5,method12_top100,mid_26_29,,,
B5_mid_26_29_g0.5,mmlu_accuracy,accuracy,0.5666666666666667,150,B5,feature_clamp,0.5,method12_top100,mid_26_29,,,
B5_mid_26_29_g0.5,exp3_reasoning_em,contains_em,0.52,100,B5,feature_clamp,0.5,method12_top100,mid_26_29,,,
B5_late_30_33_g0,structural_token_ratio,ratio,0.041473527228749765,979,B5,feature_clamp,0.0,method12_top100,late_30_33,,,
B5_late_30_33_g0,mmlu_accuracy,accuracy,0.56,150,B5,feature_clamp,0.0,method12_top100,late_30_33,,,
B5_late_30_33_g0,exp3_reasoning_em,contains_em,0.47,100,B5,feature_clamp,0.0,method12_top100,late_30_33,,,
B5_all_g-0.5,structural_token_ratio,ratio,0.04799226389005512,979,B5,feature_clamp,-0.5,method12_top100,all,,,
B5_all_g-0.5,mmlu_accuracy,accuracy,0.44666666666666666,150,B5,feature_clamp,-0.5,method12_top100,all,,,
B5_all_g-0.5,exp3_reasoning_em,contains_em,0.32,100,B5,feature_clamp,-0.5,method12_top100,all,,,
B5_early_20_25_g-2,structural_token_ratio,ratio,0.04830961014350484,979,B5,feature_clamp,-2.0,method12_top100,early_20_25,,,
B5_early_20_25_g-2,mmlu_accuracy,accuracy,0.46,150,B5,feature_clamp,-2.0,method12_top100,early_20_25,,,
B5_early_20_25_g-2,exp3_reasoning_em,contains_em,0.29,100,B5,feature_clamp,-2.0,method12_top100,early_20_25,,,
B5_early_20_25_g5,structural_token_ratio,ratio,0.027428852589144764,979,B5,feature_clamp,5.0,method12_top100,early_20_25,,,
B5_early_20_25_g5,mmlu_accuracy,accuracy,0.46,150,B5,feature_clamp,5.0,method12_top100,early_20_25,,,
B5_early_20_25_g5,exp3_reasoning_em,contains_em,0.32,100,B5,feature_clamp,5.0,method12_top100,early_20_25,,,
B5_mid_26_29_g1,structural_token_ratio,ratio,0.0385293847321714,979,B5,feature_clamp,1.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g1,mmlu_accuracy,accuracy,0.5666666666666667,150,B5,feature_clamp,1.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g1,exp3_reasoning_em,contains_em,0.52,100,B5,feature_clamp,1.0,method12_top100,mid_26_29,,,
B5_late_30_33_g0.25,structural_token_ratio,ratio,0.04115699757577388,979,B5,feature_clamp,0.25,method12_top100,late_30_33,,,
B5_late_30_33_g0.25,mmlu_accuracy,accuracy,0.56,150,B5,feature_clamp,0.25,method12_top100,late_30_33,,,
B5_late_30_33_g0.25,exp3_reasoning_em,contains_em,0.5,100,B5,feature_clamp,0.25,method12_top100,late_30_33,,,
B5_all_g0,structural_token_ratio,ratio,0.04908357291753607,979,B5,feature_clamp,0.0,method12_top100,all,,,
B5_all_g0,mmlu_accuracy,accuracy,0.44666666666666666,150,B5,feature_clamp,0.0,method12_top100,all,,,
B5_all_g0,exp3_reasoning_em,contains_em,0.33,100,B5,feature_clamp,0.0,method12_top100,all,,,
B5_early_20_25_g-1,structural_token_ratio,ratio,0.04483302199364136,979,B5,feature_clamp,-1.0,method12_top100,early_20_25,,,
B5_early_20_25_g-1,mmlu_accuracy,accuracy,0.4533333333333333,150,B5,feature_clamp,-1.0,method12_top100,early_20_25,,,
B5_early_20_25_g-1,exp3_reasoning_em,contains_em,0.29,100,B5,feature_clamp,-1.0,method12_top100,early_20_25,,,
B5_early_20_25_g10,structural_token_ratio,ratio,2.6309051822273078e-05,979,B5,feature_clamp,10.0,method12_top100,early_20_25,,,
B5_early_20_25_g10,mmlu_accuracy,accuracy,0.0,150,B5,feature_clamp,10.0,method12_top100,early_20_25,,,
B5_early_20_25_g10,exp3_reasoning_em,contains_em,0.0,100,B5,feature_clamp,10.0,method12_top100,early_20_25,,,
B5_mid_26_29_g2,structural_token_ratio,ratio,0.03865090124148316,979,B5,feature_clamp,2.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g2,mmlu_accuracy,accuracy,0.56,150,B5,feature_clamp,2.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g2,exp3_reasoning_em,contains_em,0.51,100,B5,feature_clamp,2.0,method12_top100,mid_26_29,,,
B5_late_30_33_g0.5,structural_token_ratio,ratio,0.04138202664397774,979,B5,feature_clamp,0.5,method12_top100,late_30_33,,,
B5_late_30_33_g0.5,mmlu_accuracy,accuracy,0.5533333333333333,150,B5,feature_clamp,0.5,method12_top100,late_30_33,,,
B5_late_30_33_g0.5,exp3_reasoning_em,contains_em,0.46,100,B5,feature_clamp,0.5,method12_top100,late_30_33,,,
B5_all_g0.25,structural_token_ratio,ratio,0.0533696472113645,979,B5,feature_clamp,0.25,method12_top100,all,,,
B5_all_g0.25,mmlu_accuracy,accuracy,0.48,150,B5,feature_clamp,0.25,method12_top100,all,,,
B5_all_g0.25,exp3_reasoning_em,contains_em,0.32,100,B5,feature_clamp,0.25,method12_top100,all,,,
B5_early_20_25_g-0.5,structural_token_ratio,ratio,0.04458077681217638,979,B5,feature_clamp,-0.5,method12_top100,early_20_25,,,
B5_early_20_25_g-0.5,mmlu_accuracy,accuracy,0.46,150,B5,feature_clamp,-0.5,method12_top100,early_20_25,,,
B5_early_20_25_g-0.5,exp3_reasoning_em,contains_em,0.35,100,B5,feature_clamp,-0.5,method12_top100,early_20_25,,,
B5_mid_26_29_g-2,structural_token_ratio,ratio,0.039259498405996476,979,B5,feature_clamp,-2.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g-2,mmlu_accuracy,accuracy,0.5733333333333334,150,B5,feature_clamp,-2.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g-2,exp3_reasoning_em,contains_em,0.51,100,B5,feature_clamp,-2.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g5,structural_token_ratio,ratio,0.03851872427124482,979,B5,feature_clamp,5.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g5,mmlu_accuracy,accuracy,0.5533333333333333,150,B5,feature_clamp,5.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g5,exp3_reasoning_em,contains_em,0.52,100,B5,feature_clamp,5.0,method12_top100,mid_26_29,,,
B5_late_30_33_g1,structural_token_ratio,ratio,0.041029094743056965,979,B5,feature_clamp,1.0,method12_top100,late_30_33,,,
B5_late_30_33_g1,mmlu_accuracy,accuracy,0.5466666666666666,150,B5,feature_clamp,1.0,method12_top100,late_30_33,,,
B5_late_30_33_g1,exp3_reasoning_em,contains_em,0.44,100,B5,feature_clamp,1.0,method12_top100,late_30_33,,,
B5_all_g0.5,structural_token_ratio,ratio,0.05079959196444945,979,B5,feature_clamp,0.5,method12_top100,all,,,
B5_all_g0.5,mmlu_accuracy,accuracy,0.46,150,B5,feature_clamp,0.5,method12_top100,all,,,
B5_all_g0.5,exp3_reasoning_em,contains_em,0.34,100,B5,feature_clamp,0.5,method12_top100,all,,,
B5_early_20_25_g0,structural_token_ratio,ratio,0.04572435058328711,979,B5,feature_clamp,0.0,method12_top100,early_20_25,,,
B5_early_20_25_g0,mmlu_accuracy,accuracy,0.4533333333333333,150,B5,feature_clamp,0.0,method12_top100,early_20_25,,,
B5_early_20_25_g0,exp3_reasoning_em,contains_em,0.33,100,B5,feature_clamp,0.0,method12_top100,early_20_25,,,
B5_mid_26_29_g-1,structural_token_ratio,ratio,0.038047314792462664,979,B5,feature_clamp,-1.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g-1,mmlu_accuracy,accuracy,0.5666666666666667,150,B5,feature_clamp,-1.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g-1,exp3_reasoning_em,contains_em,0.5,100,B5,feature_clamp,-1.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g10,structural_token_ratio,ratio,0.03879886788440625,979,B5,feature_clamp,10.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g10,mmlu_accuracy,accuracy,0.54,150,B5,feature_clamp,10.0,method12_top100,mid_26_29,,,
B5_mid_26_29_g10,exp3_reasoning_em,contains_em,0.5,100,B5,feature_clamp,10.0,method12_top100,mid_26_29,,,
B5_late_30_33_g2,structural_token_ratio,ratio,0.04216689923057632,979,B5,feature_clamp,2.0,method12_top100,late_30_33,,,
B5_late_30_33_g2,mmlu_accuracy,accuracy,0.56,150,B5,feature_clamp,2.0,method12_top100,late_30_33,,,
B5_late_30_33_g2,exp3_reasoning_em,contains_em,0.5,100,B5,feature_clamp,2.0,method12_top100,late_30_33,,,
B5_all_g1,structural_token_ratio,ratio,0.05481557879936084,979,B5,feature_clamp,1.0,method12_top100,all,,,
B5_all_g1,mmlu_accuracy,accuracy,0.47333333333333333,150,B5,feature_clamp,1.0,method12_top100,all,,,
B5_all_g1,exp3_reasoning_em,contains_em,0.38,100,B5,feature_clamp,1.0,method12_top100,all,,,
B5_early_20_25_g0.25,structural_token_ratio,ratio,0.04518010050181119,979,B5,feature_clamp,0.25,method12_top100,early_20_25,,,
B5_early_20_25_g0.25,mmlu_accuracy,accuracy,0.46,150,B5,feature_clamp,0.25,method12_top100,early_20_25,,,
B5_early_20_25_g0.25,exp3_reasoning_em,contains_em,0.34,100,B5,feature_clamp,0.25,method12_top100,early_20_25,,,
B5_mid_26_29_g-0.5,structural_token_ratio,ratio,0.03824962723551658,979,B5,feature_clamp,-0.5,method12_top100,mid_26_29,,,
B5_mid_26_29_g-0.5,mmlu_accuracy,accuracy,0.5733333333333334,150,B5,feature_clamp,-0.5,method12_top100,mid_26_29,,,
B5_mid_26_29_g-0.5,exp3_reasoning_em,contains_em,0.49,100,B5,feature_clamp,-0.5,method12_top100,mid_26_29,,,
B5_late_30_33_g-2,structural_token_ratio,ratio,0.042301490175937956,979,B5,feature_clamp,-2.0,method12_top100,late_30_33,,,
B5_late_30_33_g-2,mmlu_accuracy,accuracy,0.56,150,B5,feature_clamp,-2.0,method12_top100,late_30_33,,,
B5_late_30_33_g-2,exp3_reasoning_em,contains_em,0.47,100,B5,feature_clamp,-2.0,method12_top100,late_30_33,,,
B5_late_30_33_g5,structural_token_ratio,ratio,0.04216379607094881,979,B5,feature_clamp,5.0,method12_top100,late_30_33,,,
B5_late_30_33_g5,mmlu_accuracy,accuracy,0.5333333333333333,150,B5,feature_clamp,5.0,method12_top100,late_30_33,,,
B5_late_30_33_g5,exp3_reasoning_em,contains_em,0.5,100,B5,feature_clamp,5.0,method12_top100,late_30_33,,,
B5_baseline,format_compliance,compliance,0.6527777777777778,72,B5,none,,,,,,
B5_all_g2,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_early_20_25_g0.5,format_compliance,compliance,0.625,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g0,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_late_30_33_g-1,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_late_30_33_g10,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_all_g-2,format_compliance,compliance,0.6388888888888888,72,B5,feature_clamp,,,,,,
B5_all_g5,format_compliance,compliance,0.4166666666666667,72,B5,feature_clamp,,,,,,
B5_early_20_25_g1,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g0.25,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_late_30_33_g-0.5,format_compliance,compliance,0.6388888888888888,72,B5,feature_clamp,,,,,,
B5_all_g-1,format_compliance,compliance,0.6666666666666666,72,B5,feature_clamp,,,,,,
B5_all_g10,format_compliance,compliance,0.3472222222222222,72,B5,feature_clamp,,,,,,
B5_early_20_25_g2,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g0.5,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_late_30_33_g0,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_all_g-0.5,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_early_20_25_g-2,format_compliance,compliance,0.625,72,B5,feature_clamp,,,,,,
B5_early_20_25_g5,format_compliance,compliance,0.5138888888888888,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g1,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_late_30_33_g0.25,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_all_g0,format_compliance,compliance,0.6388888888888888,72,B5,feature_clamp,,,,,,
B5_early_20_25_g-1,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_early_20_25_g10,format_compliance,compliance,0.3472222222222222,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g2,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_late_30_33_g0.5,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_all_g0.25,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_early_20_25_g-0.5,format_compliance,compliance,0.6388888888888888,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g-2,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g5,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_late_30_33_g1,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_all_g0.5,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_early_20_25_g0,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g-1,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g10,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_late_30_33_g2,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_all_g1,format_compliance,compliance,0.625,72,B5,feature_clamp,,,,,,
B5_early_20_25_g0.25,format_compliance,compliance,0.6111111111111112,72,B5,feature_clamp,,,,,,
B5_mid_26_29_g-0.5,format_compliance,compliance,0.5833333333333334,72,B5,feature_clamp,,,,,,
B5_late_30_33_g-2,format_compliance,compliance,0.6388888888888888,72,B5,feature_clamp,,,,,,
B5_late_30_33_g5,format_compliance,compliance,0.5972222222222222,72,B5,feature_clamp,,,,,,
B5_baseline,exp3_alignment_behavior,behavior_match,0.59,100,B5,none,,,,,,
B5_all_g2,exp3_alignment_behavior,behavior_match,0.8,100,B5,feature_clamp,,,,,,
B5_early_20_25_g0.5,exp3_alignment_behavior,behavior_match,0.72,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g0,exp3_alignment_behavior,behavior_match,0.59,100,B5,feature_clamp,,,,,,
B5_late_30_33_g-1,exp3_alignment_behavior,behavior_match,0.54,100,B5,feature_clamp,,,,,,
B5_late_30_33_g10,exp3_alignment_behavior,behavior_match,0.56,100,B5,feature_clamp,,,,,,
B5_all_g-2,exp3_alignment_behavior,behavior_match,0.7,100,B5,feature_clamp,,,,,,
B5_all_g5,exp3_alignment_behavior,behavior_match,0.91,100,B5,feature_clamp,,,,,,
B5_early_20_25_g1,exp3_alignment_behavior,behavior_match,0.63,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g0.25,exp3_alignment_behavior,behavior_match,0.59,100,B5,feature_clamp,,,,,,
B5_late_30_33_g-0.5,exp3_alignment_behavior,behavior_match,0.53,100,B5,feature_clamp,,,,,,
B5_all_g-1,exp3_alignment_behavior,behavior_match,0.73,100,B5,feature_clamp,,,,,,
B5_all_g10,exp3_alignment_behavior,behavior_match,0.54,100,B5,feature_clamp,,,,,,
B5_early_20_25_g2,exp3_alignment_behavior,behavior_match,0.56,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g0.5,exp3_alignment_behavior,behavior_match,0.59,100,B5,feature_clamp,,,,,,
B5_late_30_33_g0,exp3_alignment_behavior,behavior_match,0.56,100,B5,feature_clamp,,,,,,
B5_all_g-0.5,exp3_alignment_behavior,behavior_match,0.75,100,B5,feature_clamp,,,,,,
B5_early_20_25_g-2,exp3_alignment_behavior,behavior_match,0.76,100,B5,feature_clamp,,,,,,
B5_early_20_25_g5,exp3_alignment_behavior,behavior_match,0.65,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g1,exp3_alignment_behavior,behavior_match,0.56,100,B5,feature_clamp,,,,,,
B5_late_30_33_g0.25,exp3_alignment_behavior,behavior_match,0.54,100,B5,feature_clamp,,,,,,
B5_all_g0,exp3_alignment_behavior,behavior_match,0.8,100,B5,feature_clamp,,,,,,
B5_early_20_25_g-1,exp3_alignment_behavior,behavior_match,0.74,100,B5,feature_clamp,,,,,,
B5_early_20_25_g10,exp3_alignment_behavior,behavior_match,0.5,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g2,exp3_alignment_behavior,behavior_match,0.57,100,B5,feature_clamp,,,,,,
B5_late_30_33_g0.5,exp3_alignment_behavior,behavior_match,0.54,100,B5,feature_clamp,,,,,,
B5_all_g0.25,exp3_alignment_behavior,behavior_match,0.8,100,B5,feature_clamp,,,,,,
B5_early_20_25_g-0.5,exp3_alignment_behavior,behavior_match,0.77,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g-2,exp3_alignment_behavior,behavior_match,0.6,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g5,exp3_alignment_behavior,behavior_match,0.56,100,B5,feature_clamp,,,,,,
B5_late_30_33_g1,exp3_alignment_behavior,behavior_match,0.55,100,B5,feature_clamp,,,,,,
B5_all_g0.5,exp3_alignment_behavior,behavior_match,0.81,100,B5,feature_clamp,,,,,,
B5_early_20_25_g0,exp3_alignment_behavior,behavior_match,0.72,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g-1,exp3_alignment_behavior,behavior_match,0.62,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g10,exp3_alignment_behavior,behavior_match,0.59,100,B5,feature_clamp,,,,,,
B5_late_30_33_g2,exp3_alignment_behavior,behavior_match,0.56,100,B5,feature_clamp,,,,,,
B5_all_g1,exp3_alignment_behavior,behavior_match,0.81,100,B5,feature_clamp,,,,,,
B5_early_20_25_g0.25,exp3_alignment_behavior,behavior_match,0.7,100,B5,feature_clamp,,,,,,
B5_mid_26_29_g-0.5,exp3_alignment_behavior,behavior_match,0.57,100,B5,feature_clamp,,,,,,
B5_late_30_33_g-2,exp3_alignment_behavior,behavior_match,0.57,100,B5,feature_clamp,,,,,,
B5_late_30_33_g5,exp3_alignment_behavior,behavior_match,0.57,100,B5,feature_clamp,,,,,,
B5_baseline,coherent_assistant_rate,rate,0.9111338100102145,979,B5,none,,,,,,
B5_all_g2,coherent_assistant_rate,rate,0.9121552604698672,979,B5,feature_clamp,,,,,,
B5_early_20_25_g0.5,coherent_assistant_rate,rate,0.9560776302349336,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g0,coherent_assistant_rate,rate,0.9131767109295199,979,B5,feature_clamp,,,,,,
B5_late_30_33_g-1,coherent_assistant_rate,rate,0.9315628192032687,979,B5,feature_clamp,,,,,,
B5_late_30_33_g10,coherent_assistant_rate,rate,0.9141981613891726,979,B5,feature_clamp,,,,,,
B5_all_g-2,coherent_assistant_rate,rate,0.9101123595505618,979,B5,feature_clamp,,,,,,
B5_all_g5,coherent_assistant_rate,rate,0.18794688457609807,979,B5,feature_clamp,,,,,,
B5_early_20_25_g1,coherent_assistant_rate,rate,0.9540347293156282,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g0.25,coherent_assistant_rate,rate,0.9131767109295199,979,B5,feature_clamp,,,,,,
B5_late_30_33_g-0.5,coherent_assistant_rate,rate,0.9356486210418795,979,B5,feature_clamp,,,,,,
B5_all_g-1,coherent_assistant_rate,rate,0.923391215526047,979,B5,feature_clamp,,,,,,
B5_all_g10,coherent_assistant_rate,rate,0.0,979,B5,feature_clamp,,,,,,
B5_early_20_25_g2,coherent_assistant_rate,rate,0.9550561797752809,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g0.5,coherent_assistant_rate,rate,0.9101123595505618,979,B5,feature_clamp,,,,,,
B5_late_30_33_g0,coherent_assistant_rate,rate,0.933605720122574,979,B5,feature_clamp,,,,,,
B5_all_g-0.5,coherent_assistant_rate,rate,0.9193054136874361,979,B5,feature_clamp,,,,,,
B5_early_20_25_g-2,coherent_assistant_rate,rate,0.940755873340143,979,B5,feature_clamp,,,,,,
B5_early_20_25_g5,coherent_assistant_rate,rate,0.5648621041879469,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g1,coherent_assistant_rate,rate,0.9111338100102145,979,B5,feature_clamp,,,,,,
B5_late_30_33_g0.25,coherent_assistant_rate,rate,0.9356486210418795,979,B5,feature_clamp,,,,,,
B5_all_g0,coherent_assistant_rate,rate,0.9315628192032687,979,B5,feature_clamp,,,,,,
B5_early_20_25_g-1,coherent_assistant_rate,rate,0.9468845760980592,979,B5,feature_clamp,,,,,,
B5_early_20_25_g10,coherent_assistant_rate,rate,0.0,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g2,coherent_assistant_rate,rate,0.9152196118488254,979,B5,feature_clamp,,,,,,
B5_late_30_33_g0.5,coherent_assistant_rate,rate,0.9356486210418795,979,B5,feature_clamp,,,,,,
B5_all_g0.25,coherent_assistant_rate,rate,0.9346271705822268,979,B5,feature_clamp,,,,,,
B5_early_20_25_g-0.5,coherent_assistant_rate,rate,0.95097037793667,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g-2,coherent_assistant_rate,rate,0.9080694586312564,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g5,coherent_assistant_rate,rate,0.9182839632277835,979,B5,feature_clamp,,,,,,
B5_late_30_33_g1,coherent_assistant_rate,rate,0.933605720122574,979,B5,feature_clamp,,,,,,
B5_all_g0.5,coherent_assistant_rate,rate,0.9305413687436159,979,B5,feature_clamp,,,,,,
B5_early_20_25_g0,coherent_assistant_rate,rate,0.9540347293156282,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g-1,coherent_assistant_rate,rate,0.9131767109295199,979,B5,feature_clamp,,,,,,
B5_mid_26_29_g10,coherent_assistant_rate,rate,0.9203268641470889,979,B5,feature_clamp,,,,,,
B5_late_30_33_g2,coherent_assistant_rate,rate,0.9346271705822268,979,B5,feature_clamp,,,,,,
B5_all_g1,coherent_assistant_rate,rate,0.9131767109295199,979,B5,feature_clamp,,,,,,
